Latitude,Longitude,Sample Date,pet,ppt,aet,def,pdsi,q,soil,tmax,tmin,vpd
-34.039722,22.133333,16-05-2011,156.0,21.1,21.6,134.40001,2.31,1.1,7.3,25.16,15.12,0.82
-33.38056,19.30167,16-05-2011,194.3,13.4,14.400001,179.90001,-3.1299999,0.7000000000000001,8.2,26.59,11.87,1.35
-33.31388889,19.07472222,16-05-2011,205.90001,13.8,15.1,190.8,-3.54,0.7000000000000001,10.2,29.13,14.309999,1.5799999
-27.01011111,26.69808333,17-05-2011,183.5,90.9,86.6,96.9,1.18,4.5,2.2,29.289999,15.61,1.4599999
-25.436111,31.982222,17-05-2011,148.90001,61.8,60.0,88.9,-1.35,3.1,12.400001,30.689999,18.58,1.14
-25.681111,31.783333,17-05-2011,149.2,65.4,63.100002,86.1,-1.52,3.3000000000000003,10.7,29.599998,18.289999,1.02
-25.67386,31.57527,17-05-2011,154.8,81.0,78.1,76.700005,-1.35,4.1000000000000005,11.400001,30.3,19.39,1.22
-26.98472222,26.63227778,17-05-2011,181.40001,91.8,87.4,94.0,1.4,4.6000000000000005,2.5,29.349998,15.679999,1.4699999
-27.398611,26.614722,17-05-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-25.45963889,28.26430556,17-05-2011,164.5,104.7,100.0,64.5,0.94,5.2,5.1,29.849998,16.63,1.37
-28.338333,31.373611,17-05-2011,148.5,94.6,90.0,58.5,-3.12,4.7,2.9,28.3,17.35,1.01
-28.068333,31.55,17-05-2011,159.1,77.30000000000001,73.5,85.6,-2.86,3.9,2.3,30.42,19.76,1.31
-25.81048333,27.90955222,18-05-2011,164.1,100.5,96.1,68.0,1.3299999,5.0,5.1,28.97,16.56,1.3299999
-24.768889,31.39,18-05-2011,148.6,74.8,72.3,76.3,0.71,3.7,11.2,29.89,18.859999,1.15
-26.880278,26.965,18-05-2011,175.5,93.9,89.6,85.9,1.26,4.7,3.3,29.15,15.61,1.42
-28.801278,31.955389,19-05-2011,150.2,89.60000000000001,87.6,62.600002,-0.83,4.5,11.0,28.939999,19.64,0.89
-27.169444,29.233889,19-05-2011,157.3,90.0,86.0,71.3,-2.02,4.5,4.0,26.93,13.59,1.12
-25.447222,30.711667,19-05-2011,146.6,120.3,116.0,30.6,1.11,6.0,15.8,27.359999,16.32,0.94
-22.548889,28.898056,20-05-2011,161.40001,83.80000000000001,79.6,81.8,1.9699999,4.2,0.1,32.23,18.859999,1.5699999
-22.43772222,31.07805556,20-05-2011,172.0,112.3,106.700005,65.3,0.62,5.6000000000000005,0.5,33.94,20.96,1.7099999
-27.902778,24.615556,20-05-2011,208.0,70.8,67.200005,140.8,1.77,3.5,0.3,32.02,15.94,1.9699999
-28.760833,17.730278,22-05-2011,257.5,1.3,1.2,256.30002,1.42,0.1,0.0,34.98,19.64,3.03
-25.49037,30.6986,23-05-2011,144.7,122.5,118.4,26.300001,1.16,6.1000000000000005,17.2,26.84,15.66,0.89
-28.75,30.442778,23-05-2011,161.1,98.1,93.5,67.6,0.93,4.9,3.4,30.07,17.529999,1.3299999
-26.73806,27.59194,23-05-2011,168.1,96.3,92.0,76.1,1.05,4.800000000000001,4.1,28.13,15.17,1.3
-26.45,28.085833,23-05-2011,162.5,90.0,86.0,76.5,-1.89,4.5,4.5,27.789999,14.849999,1.24
-27.356667,27.286389,23-05-2011,182.40001,94.8,90.4,92.0,1.51,4.7,3.0,29.23,15.32,1.4699999
-22.935,28.004167,24-05-2011,164.0,81.80000000000001,77.700005,86.3,2.36,4.1000000000000005,0.3,32.6,19.21,1.6999999
-33.980556,21.653333,24-05-2011,164.5,15.8,15.8,148.7,2.06,0.8,4.6,26.83,14.37,1.09
-25.127778,27.628889,24-05-2011,169.3,112.2,107.1,62.2,1.31,5.6000000000000005,6.1,31.17,17.97,1.52
-25.20639,27.558,24-05-2011,170.0,112.9,108.0,62.0,1.43,5.6000000000000005,6.5,31.109999,17.91,1.52
-24.69514,27.40906,24-05-2011,172.90001,121.0,115.6,57.3,1.74,6.0,7.0,31.609999,18.789999,1.61
-27.363611,31.783333,24-05-2011,154.40001,75.0,72.3,82.1,-1.42,3.8,10.6,30.019999,18.93,1.16
-27.169444,29.233889,24-05-2011,157.3,90.0,86.0,71.3,-2.02,4.5,4.0,26.93,13.59,1.12
-27.802778,28.768333,24-05-2011,159.1,107.8,102.8,56.3,1.4499999,5.4,3.3,26.91,13.11,1.15
-28.141944,26.417778,24-05-2011,192.90001,83.30000000000001,79.5,113.4,1.73,4.2,2.5,29.789999,14.54,1.5899999
-28.116667,26.725278,24-05-2011,188.7,84.0,80.1,108.6,1.9,4.2,2.5,29.539999,15.009999,1.5699999
-27.398611,26.614722,24-05-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-27.671111,27.236944,24-05-2011,182.90001,94.2,89.8,93.1,1.62,4.7,2.7,29.48,15.049999,1.51
-28.69485,28.23487,24-05-2011,160.7,103.4,98.6,62.100002,1.8399999,5.2,3.1000001,25.769999,12.639999,1.11
-34.092222,21.295278,24-05-2011,173.1,16.6,16.9,156.2,2.04,0.8,5.4,27.42,14.95,1.17
-27.495556,26.074722,24-05-2011,194.2,79.9,76.3,117.9,1.9499999,4.0,2.8,29.939999,14.9,1.5699999
-34.065833,20.404167,25-05-2011,179.3,12.7,13.2,166.1,0.91999996,0.6000000000000001,6.2000003,29.189999,15.91,1.5
-23.23572222,27.717,25-05-2011,162.0,82.0,77.9,84.1,2.1599998,4.1000000000000005,0.5,31.82,18.71,1.56
-28.75,30.442778,25-05-2011,161.1,98.1,93.5,67.6,0.93,4.9,3.4,30.07,17.529999,1.3299999
-29.161667,30.629722,25-05-2011,137.6,114.3,109.8,27.800001,2.23,5.7,8.3,25.699999,14.74,0.78999996
-26.648056,27.089444,25-05-2011,170.90001,93.9,89.6,81.3,1.02,4.7,3.4,28.599998,15.219999,1.3299999
-27.273889,28.49,25-05-2011,164.3,104.7,100.1,64.200005,1.17,5.2,4.4,27.599998,14.009999,1.24
-27.4275,28.525833,25-05-2011,163.6,107.7,102.8,60.8,1.37,5.4,3.8,27.46,13.75,1.22
-27.3,28.586944,25-05-2011,163.40001,103.8,99.1,64.3,1.16,5.2,4.2000003,27.63,13.929999,1.24
-27.398611,26.614722,25-05-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-27.044444,27.005,25-05-2011,178.7,93.5,89.200005,89.5,1.43,4.7,3.3,29.25,15.57,1.4499999
-30.679722,26.7125,25-05-2011,180.90001,68.10000000000001,64.9,116.0,1.16,3.4000000000000004,2.1000001,28.599998,12.28,1.4
-34.250556,20.9925,25-05-2011,179.40001,17.6,18.9,160.5,2.2,0.9,10.1,27.33,15.65,1.11
-33.818056,19.694722,25-05-2011,201.8,12.3,12.900001,188.90001,-2.37,0.6000000000000001,6.2000003,28.73,14.099999,1.5
-34.075556,20.145556,25-05-2011,183.2,13.3,13.8,169.40001,-1.56,0.7000000000000001,6.2000003,28.57,14.969999,1.4399999
-30.398056,30.601944,26-05-2011,134.7,125.4,127.0,7.7000003,3.33,6.300000000000001,49.0,26.41,19.43,0.71999997
-30.27402,30.69602,26-05-2011,134.40001,124.0,124.4,10.0,3.1299999,6.2,34.100002,26.349998,19.369999,0.71
-27.00222,28.76528,26-05-2011,161.6,95.4,91.200005,70.4,0.7,4.800000000000001,5.0,27.63,14.11,1.22
-27.02314,28.59389,26-05-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-27.671111,27.236944,26-05-2011,182.90001,94.2,89.8,93.1,1.62,4.7,2.7,29.48,15.049999,1.51
-27.356667,27.286389,26-05-2011,182.40001,94.8,90.4,92.0,1.51,4.7,3.0,29.23,15.32,1.4699999
-33.897778,20.012778,26-05-2011,196.1,11.0,11.3,184.8,-1.8399999,0.5,4.9,29.26,14.559999,1.55
-27.902778,24.615556,27-05-2011,208.0,70.8,67.200005,140.8,1.77,3.5,0.3,32.02,15.94,1.9699999
-22.91028,29.61111,28-05-2011,151.90001,112.6,107.0,44.9,1.99,5.6000000000000005,1.2,30.48,18.59,1.35
-25.99136,27.84208,30-05-2011,161.1,98.5,94.200005,66.9,0.96999997,4.9,4.9,28.039999,15.62,1.24
-26.861111,28.884722,30-05-2011,161.0,89.0,85.200005,75.8,-1.89,4.5,5.2000003,27.43,14.009999,1.1899999
-26.970278,27.211111,30-05-2011,173.90001,96.2,91.8,82.1,1.3199999,4.800000000000001,3.5,28.859999,15.42,1.4
-26.45,28.085833,30-05-2011,162.5,90.0,86.0,76.5,-1.89,4.5,4.5,27.789999,14.849999,1.24
-27.01011111,26.69808333,31-05-2011,183.5,90.9,86.6,96.9,1.18,4.5,2.2,29.289999,15.61,1.4599999
-29.380556,30.2775,31-05-2011,134.90001,117.4,112.8,22.1,2.3799999,5.9,9.0,25.3,13.86,0.77
-27.802778,28.768333,31-05-2011,159.1,107.8,102.8,56.3,1.4499999,5.4,3.3,26.91,13.11,1.15
-26.98472222,26.63227778,31-05-2011,181.40001,91.8,87.4,94.0,1.4,4.6000000000000005,2.5,29.349998,15.679999,1.4699999
-27.398611,26.614722,31-05-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-29.160278,26.573333,31-05-2011,190.1,84.30000000000001,80.4,109.700005,1.65,4.2,2.4,28.949999,13.07,1.52
-25.45963889,28.26430556,31-05-2011,164.5,104.7,100.0,64.5,0.94,5.2,5.1,29.849998,16.63,1.37
-25.81048333,27.90955222,01-06-2011,164.1,100.5,96.1,68.0,1.3299999,5.0,5.1,28.97,16.56,1.3299999
-28.404444,30.013056,01-06-2011,160.6,99.7,95.0,65.6,-2.3,5.0,3.4,29.06,15.54,1.29
-27.00222,28.76528,01-06-2011,161.6,95.4,91.200005,70.4,0.7,4.800000000000001,5.0,27.63,14.11,1.22
-27.02314,28.59389,01-06-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-26.648056,27.089444,01-06-2011,170.90001,93.9,89.6,81.3,1.02,4.7,3.4,28.599998,15.219999,1.3299999
-27.3,28.586944,01-06-2011,163.40001,103.8,99.1,64.3,1.16,5.2,4.2000003,27.63,13.929999,1.24
-27.044444,27.005,01-06-2011,178.7,93.5,89.200005,89.5,1.43,4.7,3.3,29.25,15.57,1.4499999
-28.058889,30.373611,01-06-2011,158.0,99.6,95.0,63.0,-2.27,5.0,4.2000003,28.029999,14.679999,1.15
-27.937778,31.209444,02-06-2011,154.3,82.30000000000001,78.3,76.0,-3.46,4.1000000000000005,2.9,28.3,17.25,1.0799999
-27.5275,30.858056,02-06-2011,150.3,107.2,102.700005,47.600002,-2.1,5.4,7.2000003,27.09,15.63,0.98999995
-30.568333,29.422778,04-06-2011,137.7,105.3,101.5,36.2,4.22,5.300000000000001,8.5,24.699999,12.12,0.81
-28.760833,17.730278,05-06-2011,257.5,1.3,1.2,256.30002,1.42,0.1,0.0,34.98,19.64,3.03
-29.7775,29.470833,06-06-2011,138.3,148.1,138.3,0.0,3.1999998,7.4,8.900001,24.17,11.82,0.81
-29.987778,29.851667,06-06-2011,136.0,127.0,122.4,13.6,3.49,6.4,10.8,25.42,13.759999,0.83
-29.744167,29.905833,06-06-2011,141.6,126.3,121.1,20.5,2.76,6.300000000000001,8.7,26.31,14.46,0.94
-26.73806,27.59194,06-06-2011,168.1,96.3,92.0,76.1,1.05,4.800000000000001,4.1,28.13,15.17,1.3
-31.104278,29.399722,06-06-2011,134.1,101.8,115.700005,18.4,4.25,5.1000000000000005,21.6,25.75,16.289999,0.81
-31.396,29.2651,06-06-2011,134.5,98.7,119.5,15.0,3.8799999,4.9,23.9,25.96,17.63,0.78999996
-31.554722,29.245556,06-06-2011,123.700005,106.2,115.3,8.400001,3.6299999,5.300000000000001,36.100002,24.68,16.57,0.62
-25.57877778,29.12747222,06-06-2011,161.6,102.3,97.8,63.8,1.4,5.1000000000000005,4.8,29.429998,15.799999,1.3199999
-25.127778,27.628889,07-06-2011,169.3,112.2,107.1,62.2,1.31,5.6000000000000005,6.1,31.17,17.97,1.52
-25.20639,27.558,07-06-2011,170.0,112.9,108.0,62.0,1.43,5.6000000000000005,6.5,31.109999,17.91,1.52
-24.69514,27.40906,07-06-2011,172.90001,121.0,115.6,57.3,1.74,6.0,7.0,31.609999,18.789999,1.61
-23.658056,31.05,07-06-2011,156.40001,65.4,62.2,94.200005,0.66999996,3.3000000000000003,1.2,31.859999,20.039999,1.41
-26.006389,29.253889,07-06-2011,152.0,96.5,92.3,59.7,0.62,4.800000000000001,5.5,27.09,14.0199995,1.1
-28.747778,31.745833,07-06-2011,152.90001,97.7,93.6,59.3,-2.1299999,4.9,6.4,29.599998,19.8,1.05
-30.733889,29.828333,07-06-2011,132.40001,114.8,120.0,12.400001,4.36,5.7,33.100002,25.43,15.65,0.77
-27.169444,29.233889,07-06-2011,157.3,90.0,86.0,71.3,-2.02,4.5,4.0,26.93,13.59,1.12
-27.398611,26.614722,07-06-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-30.86013889,29.07125,07-06-2011,140.6,101.6,97.700005,42.9,3.77,5.1000000000000005,7.0,26.07,14.799999,0.94
-30.570833,29.150556,07-06-2011,138.90001,108.5,104.1,34.8,3.74,5.4,6.5,24.51,11.94,0.84
-30.77586667,29.03221667,07-06-2011,141.5,104.3,100.200005,41.3,3.8899999,5.2,6.6,26.0,14.53,0.96
-27.495556,26.074722,07-06-2011,194.2,79.9,76.3,117.9,1.9499999,4.0,2.8,29.939999,14.9,1.5699999
-30.830556,26.921389,08-06-2011,175.90001,68.9,65.8,110.1,1.42,3.4000000000000004,2.7,27.859999,11.849999,1.31
-22.769722,30.886944,08-06-2011,159.8,120.6,114.9,44.9,0.98999995,6.0,5.5,32.01,19.9,1.4399999
-30.398056,30.601944,08-06-2011,134.7,125.4,127.0,7.7000003,3.33,6.300000000000001,49.0,26.41,19.43,0.71999997
-30.27402,30.69602,08-06-2011,134.40001,124.0,124.4,10.0,3.1299999,6.2,34.100002,26.349998,19.369999,0.71
-27.02314,28.59389,08-06-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-26.880278,26.965,08-06-2011,175.5,93.9,89.6,85.9,1.26,4.7,3.3,29.15,15.61,1.42
-29.140556,31.391944,09-06-2011,143.5,108.7,103.6,39.9,-2.6499999,5.4,4.8,28.07,19.279999,0.82
-24.925278,29.324444,09-06-2011,162.40001,109.5,104.5,57.9,2.3899999,5.5,4.0,30.97,17.51,1.41
-27.902778,24.615556,10-06-2011,208.0,70.8,67.200005,140.8,1.77,3.5,0.3,32.02,15.94,1.9699999
-29.803611,30.516111,10-06-2011,134.2,120.7,116.5,17.7,2.84,6.0,11.3,26.14,16.369999,0.77
-31.5653,18.3306,12-06-2011,208.7,2.9000000000000004,2.7,206.0,-1.9599999,0.1,0.3,28.32,13.7,1.38
-25.99136,27.84208,13-06-2011,161.1,98.5,94.200005,66.9,0.96999997,4.9,4.9,28.039999,15.62,1.24
-27.671111,27.236944,13-06-2011,182.90001,94.2,89.8,93.1,1.62,4.7,2.7,29.48,15.049999,1.51
-27.356667,27.286389,13-06-2011,182.40001,94.8,90.4,92.0,1.51,4.7,3.0,29.23,15.32,1.4699999
-31.860278,18.6875,14-06-2011,216.7,4.2,4.0,212.7,-2.07,0.2,0.8,29.55,13.38,1.63
-24.679167,30.8025,14-06-2011,143.3,149.0,141.7,1.6,1.56,7.4,16.7,25.99,15.07,0.85999995
-28.735556,29.820556,14-06-2011,157.90001,104.9,99.9,58.0,0.56,5.2,3.2,29.14,15.839999,1.27
-26.861111,28.884722,14-06-2011,161.0,89.0,85.200005,75.8,-1.89,4.5,5.2000003,27.43,14.009999,1.1899999
-27.00222,28.76528,14-06-2011,161.6,95.4,91.200005,70.4,0.7,4.800000000000001,5.0,27.63,14.11,1.22
-26.45,28.085833,14-06-2011,162.5,90.0,86.0,76.5,-1.89,4.5,4.5,27.789999,14.849999,1.24
-27.398611,26.614722,14-06-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-34.031944,22.053333,14-06-2011,157.5,20.200000000000003,20.6,136.90001,2.11,1.0,7.0,25.33,14.79,0.84999996
-25.45963889,28.26430556,14-06-2011,164.5,104.7,100.0,64.5,0.94,5.2,5.1,29.849998,16.63,1.37
-28.338333,31.373611,14-06-2011,148.5,94.6,90.0,58.5,-3.12,4.7,2.9,28.3,17.35,1.01
-28.068333,31.55,14-06-2011,159.1,77.30000000000001,73.5,85.6,-2.86,3.9,2.3,30.42,19.76,1.31
-25.81048333,27.90955222,15-06-2011,164.1,100.5,96.1,68.0,1.3299999,5.0,5.1,28.97,16.56,1.3299999
-30.830556,26.921389,15-06-2011,175.90001,68.9,65.8,110.1,1.42,3.4000000000000004,2.7,27.859999,11.849999,1.31
-24.058889,31.237222,15-06-2011,154.6,63.3,60.100002,94.5,-1.09,3.2,1.4,31.59,19.869999,1.36
-24.034167,31.123611,15-06-2011,153.8,73.7,70.0,83.8,-0.35999998,3.7,1.2,31.039999,19.42,1.29
-27.3,28.586944,15-06-2011,163.40001,103.8,99.1,64.3,1.16,5.2,4.2000003,27.63,13.929999,1.24
-33.501667,21.624167,15-06-2011,189.1,13.0,12.400001,176.7,0.57,0.7000000000000001,0.1,27.64,11.98,1.37
-27.602222,29.942778,16-06-2011,165.8,98.7,94.1,71.700005,-2.3,4.9,4.1,29.22,15.29,1.3399999
-30.679722,26.7125,16-06-2011,180.90001,68.10000000000001,64.9,116.0,1.16,3.4000000000000004,2.1000001,28.599998,12.28,1.4
-28.760833,17.730278,19-06-2011,257.5,1.3,1.2,256.30002,1.42,0.1,0.0,34.98,19.64,3.03
-27.602222,29.942778,20-06-2011,165.8,98.7,94.1,71.700005,-2.3,4.9,4.1,29.22,15.29,1.3399999
-28.883333,27.89,20-06-2011,164.2,105.8,101.0,63.2,2.09,5.300000000000001,3.3,26.349998,12.929999,1.18
-25.436111,31.982222,21-06-2011,148.90001,61.8,60.0,88.9,-1.35,3.1,12.400001,30.689999,18.58,1.14
-25.127778,27.628889,21-06-2011,169.3,112.2,107.1,62.2,1.31,5.6000000000000005,6.1,31.17,17.97,1.52
-25.20639,27.558,21-06-2011,170.0,112.9,108.0,62.0,1.43,5.6000000000000005,6.5,31.109999,17.91,1.52
-24.69514,27.40906,21-06-2011,172.90001,121.0,115.6,57.3,1.74,6.0,7.0,31.609999,18.789999,1.61
-25.681111,31.783333,21-06-2011,149.2,65.4,63.100002,86.1,-1.52,3.3000000000000003,10.7,29.599998,18.289999,1.02
-26.970278,27.211111,21-06-2011,173.90001,96.2,91.8,82.1,1.3199999,4.800000000000001,3.5,28.859999,15.42,1.4
-26.73806,27.59194,21-06-2011,168.1,96.3,92.0,76.1,1.05,4.800000000000001,4.1,28.13,15.17,1.3
-34.039722,22.133333,21-06-2011,156.0,21.1,21.6,134.40001,2.31,1.1,7.3,25.16,15.12,0.82
-33.38056,19.30167,21-06-2011,194.3,13.4,14.400001,179.90001,-3.1299999,0.7000000000000001,8.2,26.59,11.87,1.35
-33.31388889,19.07472222,21-06-2011,205.90001,13.8,15.1,190.8,-3.54,0.7000000000000001,10.2,29.13,14.309999,1.5799999
-27.356667,27.286389,21-06-2011,182.40001,94.8,90.4,92.0,1.51,4.7,3.0,29.23,15.32,1.4699999
-29.161667,23.696389,22-06-2011,223.1,35.6,33.9,189.2,1.3199999,1.8,0.1,33.57,16.69,2.54
-27.01011111,26.69808333,22-06-2011,183.5,90.9,86.6,96.9,1.18,4.5,2.2,29.289999,15.61,1.4599999
-25.14944444,31.94055556,22-06-2011,146.8,62.1,59.8,87.0,-1.4699999,3.1,9.6,30.01,18.49,1.06
-24.9675,31.516667,22-06-2011,150.8,69.60000000000001,67.1,83.700005,-1.3199999,3.5,10.2,30.189999,19.47,1.1999999
-28.75,30.442778,22-06-2011,161.1,98.1,93.5,67.6,0.93,4.9,3.4,30.07,17.529999,1.3299999
-29.161667,30.629722,22-06-2011,137.6,114.3,109.8,27.800001,2.23,5.7,8.3,25.699999,14.74,0.78999996
-27.169444,29.233889,22-06-2011,157.3,90.0,86.0,71.3,-2.02,4.5,4.0,26.93,13.59,1.12
-27.02314,28.59389,22-06-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-26.98472222,26.63227778,22-06-2011,181.40001,91.8,87.4,94.0,1.4,4.6000000000000005,2.5,29.349998,15.679999,1.4699999
-27.398611,26.614722,22-06-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-29.042222,24.6,22-06-2011,211.0,69.10000000000001,65.6,145.40001,1.56,3.5,0.1,31.51,14.849999,1.9599999
-34.092222,21.295278,22-06-2011,173.1,16.6,16.9,156.2,2.04,0.8,5.4,27.42,14.95,1.17
-27.495556,26.074722,22-06-2011,194.2,79.9,76.3,117.9,1.9499999,4.0,2.8,29.939999,14.9,1.5699999
-30.27402,30.69602,23-06-2011,134.40001,124.0,124.4,10.0,3.1299999,6.2,34.100002,26.349998,19.369999,0.71
-26.648056,27.089444,23-06-2011,170.90001,93.9,89.6,81.3,1.02,4.7,3.4,28.599998,15.219999,1.3299999
-26.880278,26.965,23-06-2011,175.5,93.9,89.6,85.9,1.26,4.7,3.3,29.15,15.61,1.42
-27.044444,27.005,23-06-2011,178.7,93.5,89.200005,89.5,1.43,4.7,3.3,29.25,15.57,1.4499999
-28.376944,24.303056,23-06-2011,211.8,62.0,58.9,152.90001,1.65,3.1,0.3,32.1,16.09,2.11
-29.028629,24.638389,23-06-2011,209.7,71.60000000000001,68.0,141.7,1.61,3.6,0.1,31.4,14.73,1.92
-28.69485,28.23487,23-06-2011,160.7,103.4,98.6,62.100002,1.8399999,5.2,3.1000001,25.769999,12.639999,1.11
-25.398889,31.610556,24-06-2011,146.8,69.8,67.4,79.4,-1.4,3.5,11.3,29.41,18.67,1.05
-27.573056,24.746389,24-06-2011,208.40001,75.2,71.5,136.90001,1.7199999,3.8,0.4,31.66,15.66,1.8399999
-27.902778,24.615556,24-06-2011,208.0,70.8,67.200005,140.8,1.77,3.5,0.3,32.02,15.94,1.9699999
-26.861111,28.884722,27-06-2011,161.0,89.0,85.200005,75.8,-1.89,4.5,5.2000003,27.43,14.009999,1.1899999
-27.02314,28.59389,27-06-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-26.45,28.085833,27-06-2011,162.5,90.0,86.0,76.5,-1.89,4.5,4.5,27.789999,14.849999,1.24
-31.396,29.2651,27-06-2011,134.5,98.7,119.5,15.0,3.8799999,4.9,23.9,25.96,17.63,0.78999996
-24.670833,28.560833,28-06-2011,158.7,131.4,125.5,33.2,2.34,6.6000000000000005,6.6,29.59,16.25,1.28
-29.380556,30.2775,28-06-2011,134.90001,117.4,112.8,22.1,2.3799999,5.9,9.0,25.3,13.86,0.77
-31.104278,29.399722,28-06-2011,134.1,101.8,115.700005,18.4,4.25,5.1000000000000005,21.6,25.75,16.289999,0.81
-33.818056,19.694722,28-06-2011,201.8,12.3,12.900001,188.90001,-2.37,0.6000000000000001,6.2000003,28.73,14.099999,1.5
-29.161667,23.696389,29-06-2011,223.1,35.6,33.9,189.2,1.3199999,1.8,0.1,33.57,16.69,2.54
-25.81048333,27.90955222,29-06-2011,164.1,100.5,96.1,68.0,1.3299999,5.0,5.1,28.97,16.56,1.3299999
-24.282222,28.090278,29-06-2011,155.40001,99.0,94.8,60.600002,2.36,4.9,6.6,29.25,16.48,1.26
-23.23572222,27.717,29-06-2011,162.0,82.0,77.9,84.1,2.1599998,4.1000000000000005,0.5,31.82,18.71,1.56
-26.03611,30.99778,29-06-2011,155.6,142.70000000000002,137.7,17.9,0.69,7.1000000000000005,15.5,28.119999,17.32,1.11
-27.937778,31.209444,29-06-2011,154.3,82.30000000000001,78.3,76.0,-3.46,4.1000000000000005,2.9,28.3,17.25,1.0799999
-28.404444,30.013056,29-06-2011,160.6,99.7,95.0,65.6,-2.3,5.0,3.4,29.06,15.54,1.29
-27.02314,28.59389,29-06-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-28.141944,26.417778,29-06-2011,192.90001,83.30000000000001,79.5,113.4,1.73,4.2,2.5,29.789999,14.54,1.5899999
-28.1175,26.719444,29-06-2011,188.7,84.0,80.1,108.6,1.9,4.2,2.5,29.539999,15.009999,1.5699999
-29.033333,23.983333,29-06-2011,217.7,45.0,42.7,175.0,1.3199999,2.2,0.2,32.88,15.98,2.33
-30.568333,29.422778,29-06-2011,137.7,105.3,101.5,36.2,4.22,5.300000000000001,8.5,24.699999,12.12,0.81
-25.447222,30.711667,29-06-2011,146.6,120.3,116.0,30.6,1.11,6.0,15.8,27.359999,16.32,0.94
-27.01011111,26.69808333,30-06-2011,183.5,90.9,86.6,96.9,1.18,4.5,2.2,29.289999,15.61,1.4599999
-22.935,28.004167,30-06-2011,164.0,81.80000000000001,77.700005,86.3,2.36,4.1000000000000005,0.3,32.6,19.21,1.6999999
-22.91028,29.61111,30-06-2011,151.90001,112.6,107.0,44.9,1.99,5.6000000000000005,1.2,30.48,18.59,1.35
-27.5275,30.858056,30-06-2011,150.3,107.2,102.700005,47.600002,-2.1,5.4,7.2000003,27.09,15.63,0.98999995
-26.648056,27.089444,30-06-2011,170.90001,93.9,89.6,81.3,1.02,4.7,3.4,28.599998,15.219999,1.3299999
-26.970278,27.211111,30-06-2011,173.90001,96.2,91.8,82.1,1.3199999,4.800000000000001,3.5,28.859999,15.42,1.4
-26.880278,26.965,30-06-2011,175.5,93.9,89.6,85.9,1.26,4.7,3.3,29.15,15.61,1.42
-27.38972222,26.46388889,30-06-2011,193.3,83.7,79.8,113.5,1.48,4.2,2.6000001,30.07,15.54,1.5799999
-26.98472222,26.63227778,30-06-2011,181.40001,91.8,87.4,94.0,1.4,4.6000000000000005,2.5,29.349998,15.679999,1.4699999
-34.065833,20.404167,10-01-2012,118.4,36.3,36.0,82.4,1.56,1.8,7.0,23.84,12.36,0.85999995
-34.065833,20.404167,01-02-2012,178.8,11.2,11.400001,167.40001,-0.32999998,0.6000000000000001,5.3,30.529999,17.39,1.4
-34.065833,20.404167,29-02-2012,178.8,11.2,11.400001,167.40001,-0.32999998,0.6000000000000001,5.3,30.529999,17.39,1.4
-27.398611,26.614722,30-06-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-31.031389,28.883333,30-06-2011,138.90001,102.1,98.0,40.9,3.1899998,5.1000000000000005,7.0,25.63,14.299999,0.9
-30.86013889,29.07125,30-06-2011,140.6,101.6,97.700005,42.9,3.77,5.1000000000000005,7.0,26.07,14.799999,0.94
-30.77586667,29.03221667,30-06-2011,141.5,104.3,100.200005,41.3,3.8899999,5.2,6.6,26.0,14.53,0.96
-27.356667,27.286389,30-06-2011,182.40001,94.8,90.4,92.0,1.51,4.7,3.0,29.23,15.32,1.4699999
-33.897778,20.012778,30-06-2011,196.1,11.0,11.3,184.8,-1.8399999,0.5,4.9,29.26,14.559999,1.55
-22.43772222,31.07805556,02-07-2011,172.0,112.3,106.700005,65.3,0.62,5.6000000000000005,0.5,33.94,20.96,1.7099999
-28.760833,17.730278,03-07-2011,257.5,1.3,1.2,256.30002,1.42,0.1,0.0,34.98,19.64,3.03
-29.7775,29.470833,04-07-2011,138.3,148.1,138.3,0.0,3.1999998,7.4,8.900001,24.17,11.82,0.81
-29.987778,29.851667,04-07-2011,136.0,127.0,122.4,13.6,3.49,6.4,10.8,25.42,13.759999,0.83
